Date,Pond,Location,Replicate,Total_Cover_percentage,Plant_height,Taxa,Percentage,Treatment,Treatment2,Treatment3
8/1/22,123,Center,2,100,NA,Water_marigold,0,Panel,Before,Before
8/1/22,123,Center,2,100,NA,Potamogeton,0,Panel,Before,Before
8/1/22,123,Center,2,100,NA,Emergent,0,Panel,Before,Before
8/1/22,123,Center,3,100,0.92,Coontail,0,Panel,Before,Before
8/1/22,123,Center,3,100,NA,Elodea,100,Panel,Before,Before
8/1/22,123,Center,3,100,NA,Millfoil,0,Panel,Before,Before
8/1/22,123,Center,3,100,NA,Pondweed,0,Panel,Before,Before
8/1/22,123,Center,3,100,NA,Water_marigold,0,Panel,Before,Before
8/1/22,123,Center,3,100,NA,Potamogeton,0,Panel,Before,Before
8/1/22,123,Center,3,100,NA,Emergent,0,Panel,Before,Before
8/1/22,123,Center,4,100,1.22,Coontail,0,Panel,Before,Before
8/1/22,123,Center,4,100,NA,Elodea,100,Panel,Before,Before
8/1/22,123,Center,4,100,NA,Millfoil,0,Panel,Before,Before
8/1/22,123,Center,4,100,NA,Pondweed,0,Panel,Before,Before
8/1/22,123,Center,4,100,NA,Water_marigold,0,Panel,Before,Before
8/1/22,123,Center,4,100,NA,Potamogeton,0,Panel,Before,Before
8/1/22,123,Center,4,100,NA,Emergent,0,Panel,Before,Before
8/1/22,124,Edge,1,0,NA,Coontail,0,Panel,Before,Before
8/1/22,124,Edge,1,0,NA,Elodea,0,Panel,Before,Before
8/1/22,124,Edge,1,0,NA,Millfoil,0,Panel,Before,Before
8/1/22,124,Edge,1,0,NA,Pondweed,0,Panel,Before,Before
8/1/22,124,Edge,1,0,NA,Water_marigold,0,Panel,Before,Before
8/1/22,124,Edge,1,0,NA,Potamogeton,0,Panel,Before,Before
8/1/22,124,Edge,1,0,NA,Emergent,0,Panel,Before,Before
8/1/22,124,Edge,2,70,NA,Coontail,0,Panel,Before,Before
8/1/22,124,Edge,2,70,NA,Elodea,0,Panel,Before,Before
8/1/22,124,Edge,2,70,NA,Millfoil,0,Panel,Before,Before
8/1/22,124,Edge,2,70,NA,Pondweed,0,Panel,Before,Before
8/1/22,124,Edge,2,70,NA,Water_marigold,100,Panel,Before,Before
8/1/22,124,Edge,2,70,NA,Potamogeton,0,Panel,Before,Before
8/1/22,124,Edge,2,70,NA,Emergent,0,Panel,Before,Before
8/1/22,124,Edge,3,95,NA,Coontail,0,Panel,Before,Before
8/1/22,124,Edge,3,95,NA,Elodea,0,Panel,Before,Before
8/1/22,124,Edge,3,95,NA,Millfoil,0,Panel,Before,Before
8/1/22,124,Edge,3,95,NA,Pondweed,0,Panel,Before,Before
8/1/22,124,Edge,3,95,NA,Water_marigold,100,Panel,Before,Before
8/1/22,124,Edge,3,95,NA,Potamogeton,0,Panel,Before,Before
8/1/22,124,Edge,3,95,NA,Emergent,0,Panel,Before,Before
8/1/22,124,Edge,4,70,NA,Coontail,0,Panel,Before,Before
8/1/22,124,Edge,4,70,NA,Elodea,30,Panel,Before,Before
8/1/22,124,Edge,4,70,NA,Millfoil,0,Panel,Before,Before
8/1/22,124,Edge,4,70,NA,Pondweed,0,Panel,Before,Before
8/1/22,124,Edge,4,70,NA,Water_marigold,70,Panel,Before,Before
8/1/22,124,Edge,4,70,NA,Potamogeton,0,Panel,Before,Before
8/1/22,124,Edge,4,70,NA,Emergent,0,Panel,Before,Before
8/1/22,124,Center,1,100,1.22,Coontail,0,Panel,Before,Before
8/1/22,124,Center,1,100,NA,Elodea,100,Panel,Before,Before
8/1/22,124,Center,1,100,NA,Millfoil,0,Panel,Before,Before
8/1/22,124,Center,1,100,NA,Pondweed,0,Panel,Before,Before
8/1/22,124,Center,1,100,NA,Water_marigold,0,Panel,Before,Before
8/1/22,124,Center,1,100,NA,Potamogeton,0,Panel,Before,Before
8/1/22,124,Center,1,100,NA,Emergent,0,Panel,Before,Before
8/1/22,124,Center,2,100,1.14,Coontail,0,Panel,Before,Before
8/1/22,124,Center,2,100,NA,Elodea,100,Panel,Before,Before
8/1/22,124,Center,2,100,NA,Millfoil,0,Panel,Before,Before
8/1/22,124,Center,2,100,NA,Pondweed,0,Panel,Before,Before
8/1/22,124,Center,2,100,NA,Water_marigold,0,Panel,Before,Before
8/1/22,124,Center,2,100,NA,Potamogeton,0,Panel,Before,Before
8/1/22,124,Center,2,100,NA,Emergent,0,Panel,Before,Before
8/1/22,124,Center,3,100,1.22,Coontail,0,Panel,Before,Before
8/1/22,124,Center,3,100,NA,Elodea,100,Panel,Before,Before
8/1/22,124,Center,3,100,NA,Millfoil,0,Panel,Before,Before
8/1/22,124,Center,3,100,NA,Pondweed,0,Panel,Before,Before
8/1/22,124,Center,3,100,NA,Water_marigold,0,Panel,Before,Before
8/1/22,124,Center,3,100,NA,Potamogeton,0,Panel,Before,Before
8/1/22,124,Center,3,100,NA,Emergent,0,Panel,Before,Before
8/1/22,124,Center,4,100,1.22,Coontail,0,Panel,Before,Before
8/1/22,124,Center,4,100,NA,Elodea,100,Panel,Before,Before
8/1/22,124,Center,4,100,NA,Millfoil,0,Panel,Before,Before
8/1/22,124,Center,4,100,NA,Pondweed,0,Panel,Before,Before
8/1/22,124,Center,4,100,NA,Water_marigold,0,Panel,Before,Before
8/1/22,124,Center,4,100,NA,Potamogeton,0,Panel,Before,Before
8/1/22,124,Center,4,100,NA,Emergent,0,Panel,Before,Before
8/1/22,125,Edge,1,100,NA,Coontail,0,Panel,Before,Before
8/1/22,125,Edge,1,100,NA,Elodea,0,Panel,Before,Before
8/1/22,125,Edge,1,100,NA,Millfoil,0,Panel,Before,Before
8/1/22,125,Edge,1,100,NA,Pondweed,0,Panel,Before,Before
8/1/22,125,Edge,1,100,NA,Water_marigold,100,Panel,Before,Before
8/1/22,125,Edge,1,100,NA,Potamogeton,0,Panel,Before,Before
8/1/22,125,Edge,1,100,NA,Emergent,0,Panel,Before,Before
8/1/22,125,Edge,2,80,NA,Coontail,0,Panel,Before,Before
8/1/22,125,Edge,2,80,NA,Elodea,0,Panel,Before,Before
8/1/22,125,Edge,2,80,NA,Millfoil,0,Panel,Before,Before
8/1/22,125,Edge,2,80,NA,Pondweed,0,Panel,Before,Before
8/1/22,125,Edge,2,80,NA,Water_marigold,100,Panel,Before,Before
8/1/22,125,Edge,2,80,NA,Potamogeton,0,Panel,Before,Before
8/1/22,125,Edge,2,80,NA,Emergent,0,Panel,Before,Before
8/1/22,125,Edge,3,80,NA,Coontail,0,Panel,Before,Before
8/1/22,125,Edge,3,80,NA,Elodea,0,Panel,Before,Before
8/1/22,125,Edge,3,80,NA,Millfoil,5,Panel,Before,Before
8/1/22,125,Edge,3,80,NA,Pondweed,0,Panel,Before,Before
8/1/22,125,Edge,3,80,NA,Water_marigold,95,Panel,Before,Before
8/1/22,125,Edge,3,80,NA,Potamogeton,0,Panel,Before,Before
8/1/22,125,Edge,3,80,NA,Emergent,0,Panel,Before,Before
8/1/22,125,Edge,4,90,NA,Coontail,0,Panel,Before,Before
8/1/22,125,Edge,4,90,NA,Elodea,0,Panel,Before,Before
8/1/22,125,Edge,4,90,NA,Millfoil,0,Panel,Before,Before
8/1/22,125,Edge,4,90,NA,Pondweed,0,Panel,Before,Before
8/1/22,125,Edge,4,90,NA,Water_marigold,100,Panel,Before,Before
8/1/22,125,Edge,4,90,NA,Potamogeton,0,Panel,Before,Before
8/1/22,125,Edge,4,90,NA,Emergent,0,Panel,Before,Before
8/1/22,125,Center,1,100,0.92,Coontail,0,Panel,Before,Before
8/1/22,125,Center,1,100,NA,Elodea,100,Panel,Before,Before
8/1/22,125,Center,1,100,NA,Millfoil,0,Panel,Before,Before
8/1/22,125,Center,1,100,NA,Pondweed,0,Panel,Before,Before
8/1/22,125,Center,1,100,NA,Water_marigold,0,Panel,Before,Before
8/1/22,125,Center,1,100,NA,Potamogeton,0,Panel,Before,Before
8/1/22,125,Center,1,100,NA,Emergent,0,Panel,Before,Before
8/1/22,125,Center,2,100,0.92,Coontail,0,Panel,Before,Before
8/1/22,125,Center,2,100,NA,Elodea,100,Panel,Before,Before
8/1/22,125,Center,2,100,NA,Millfoil,0,Panel,Before,Before
8/1/22,125,Center,2,100,NA,Pondweed,0,Panel,Before,Before
8/1/22,125,Center,2,100,NA,Water_marigold,0,Panel,Before,Before
8/1/22,125,Center,2,100,NA,Potamogeton,0,Panel,Before,Before
8/1/22,125,Center,2,100,NA,Emergent,0,Panel,Before,Before
8/1/22,125,Center,3,100,0.92,Coontail,0,Panel,Before,Before
8/1/22,125,Center,3,100,NA,Elodea,100,Panel,Before,Before
8/1/22,125,Center,3,100,NA,Millfoil,0,Panel,Before,Before
8/1/22,125,Center,3,100,NA,Pondweed,0,Panel,Before,Before
8/1/22,125,Center,3,100,NA,Water_marigold,0,Panel,Before,Before
8/1/22,125,Center,3,100,NA,Potamogeton,0,Panel,Before,Before
8/1/22,125,Center,3,100,NA,Emergent,0,Panel,Before,Before
8/1/22,125,Center,4,100,0.92,Coontail,0,Panel,Before,Before
8/1/22,125,Center,4,100,NA,Elodea,100,Panel,Before,Before
8/1/22,125,Center,4,100,NA,Millfoil,0,Panel,Before,Before
8/1/22,125,Center,4,100,NA,Pondweed,0,Panel,Before,Before
8/1/22,125,Center,4,100,NA,Water_marigold,0,Panel,Before,Before
8/1/22,125,Center,4,100,NA,Potamogeton,0,Panel,Before,Before
8/1/22,125,Center,4,100,NA,Emergent,0,Panel,Before,Before
8/1/22,128,Edge,1,0,NA,Coontail,0,Control,Before,Before
8/1/22,128,Edge,1,0,NA,Elodea,0,Control,Before,Before
8/1/22,128,Edge,1,0,NA,Millfoil,0,Control,Before,Before
8/1/22,128,Edge,1,0,NA,Pondweed,0,Control,Before,Before
8/1/22,128,Edge,1,0,NA,Water_marigold,0,Control,Before,Before
8/1/22,128,Edge,1,0,NA,Potamogeton,0,Control,Before,Before
8/1/22,128,Edge,1,0,NA,Emergent,0,Control,Before,Before
8/1/22,128,Edge,2,0,NA,Coontail,0,Control,Before,Before
8/1/22,128,Edge,2,0,NA,Elodea,0,Control,Before,Before
8/1/22,128,Edge,2,0,NA,Millfoil,0,Control,Before,Before
8/1/22,128,Edge,2,0,NA,Pondweed,0,Control,Before,Before
8/1/22,128,Edge,2,0,NA,Water_marigold,0,Control,Before,Before
8/1/22,128,Edge,2,0,NA,Potamogeton,0,Control,Before,Before
8/1/22,128,Edge,2,0,NA,Emergent,0,Control,Before,Before
8/1/22,128,Edge,3,0,NA,Coontail,0,Control,Before,Before
8/1/22,128,Edge,3,0,NA,Elodea,0,Control,Before,Before
8/1/22,128,Edge,3,0,NA,Millfoil,0,Control,Before,Before
8/1/22,128,Edge,3,0,NA,Pondweed,0,Control,Before,Before
8/1/22,128,Edge,3,0,NA,Water_marigold,0,Control,Before,Before
8/1/22,128,Edge,3,0,NA,Potamogeton,0,Control,Before,Before
8/1/22,128,Edge,3,0,NA,Emergent,0,Control,Before,Before
8/1/22,128,Edge,4,95,NA,Coontail,0,Control,Before,Before
8/1/22,128,Edge,4,95,NA,Elodea,0,Control,Before,Before
8/1/22,128,Edge,4,95,NA,Millfoil,0,Control,Before,Before
8/1/22,128,Edge,4,95,NA,Pondweed,0,Control,Before,Before
8/1/22,128,Edge,4,95,NA,Water_marigold,100,Control,Before,Before
8/1/22,128,Edge,4,95,NA,Potamogeton,0,Control,Before,Before
8/1/22,128,Edge,4,95,NA,Emergent,0,Control,Before,Before
8/1/22,128,Center,1,100,0.92,Coontail,0,Control,Before,Before
8/1/22,128,Center,1,100,NA,Elodea,100,Control,Before,Before
8/1/22,128,Center,1,100,NA,Millfoil,0,Control,Before,Before
8/1/22,128,Center,1,100,NA,Pondweed,0,Control,Before,Before
8/1/22,128,Center,1,100,NA,Water_marigold,0,Control,Before,Before
8/1/22,128,Center,1,100,NA,Potamogeton,0,Control,Before,Before
8/1/22,128,Center,1,100,NA,Emergent,0,Control,Before,Before
8/1/22,128,Center,2,100,0.99,Coontail,0,Control,Before,Before
8/1/22,128,Center,2,100,NA,Elodea,100,Control,Before,Before
8/1/22,128,Center,2,100,NA,Millfoil,0,Control,Before,Before
8/1/22,128,Center,2,100,NA,Pondweed,0,Control,Before,Before
8/1/22,128,Center,2,100,NA,Water_marigold,0,Control,Before,Before
8/1/22,128,Center,2,100,NA,Potamogeton,0,Control,Before,Before
8/1/22,128,Center,2,100,NA,Emergent,0,Control,Before,Before
8/1/22,128,Center,3,100,1.06,Coontail,0,Control,Before,Before
8/1/22,128,Center,3,100,NA,Elodea,100,Control,Before,Before
8/1/22,128,Center,3,100,NA,Millfoil,0,Control,Before,Before
8/1/22,128,Center,3,100,NA,Pondweed,0,Control,Before,Before
8/1/22,128,Center,3,100,NA,Water_marigold,0,Control,Before,Before
8/1/22,128,Center,3,100,NA,Potamogeton,0,Control,Before,Before
8/1/22,128,Center,3,100,NA,Emergent,0,Control,Before,Before
8/1/22,128,Center,4,100,1.06,Coontail,0,Control,Before,Before
8/1/22,128,Center,4,100,NA,Elodea,100,Control,Before,Before
8/1/22,128,Center,4,100,NA,Millfoil,0,Control,Before,Before
8/1/22,128,Center,4,100,NA,Pondweed,0,Control,Before,Before
8/1/22,128,Center,4,100,NA,Water_marigold,0,Control,Before,Before
8/1/22,128,Center,4,100,NA,Potamogeton,0,Control,Before,Before
8/1/22,128,Center,4,100,NA,Emergent,0,Control,Before,Before
8/1/22,131,Edge,1,0,NA,Coontail,0,Control,Before,Before
8/1/22,131,Edge,1,0,NA,Elodea,0,Control,Before,Before
8/1/22,131,Edge,1,0,NA,Millfoil,0,Control,Before,Before
8/1/22,131,Edge,1,0,NA,Pondweed,0,Control,Before,Before
8/1/22,131,Edge,1,0,NA,Water_marigold,0,Control,Before,Before
8/1/22,131,Edge,1,0,NA,Potamogeton,0,Control,Before,Before
8/1/22,131,Edge,1,0,NA,Emergent,0,Control,Before,Before
8/1/22,131,Edge,2,0,NA,Coontail,0,Control,Before,Before
8/1/22,131,Edge,2,0,NA,Elodea,0,Control,Before,Before
8/1/22,131,Edge,2,0,NA,Millfoil,0,Control,Before,Before
8/1/22,131,Edge,2,0,NA,Pondweed,0,Control,Before,Before
8/1/22,131,Edge,2,0,NA,Water_marigold,0,Control,Before,Before
8/1/22,131,Edge,2,0,NA,Potamogeton,0,Control,Before,Before
8/1/22,131,Edge,2,0,NA,Emergent,0,Control,Before,Before
8/1/22,131,Edge,3,95,NA,Coontail,0,Control,Before,Before
8/1/22,131,Edge,3,95,NA,Elodea,0,Control,Before,Before
8/1/22,131,Edge,3,95,NA,Millfoil,0,Control,Before,Before
8/1/22,131,Edge,3,95,NA,Pondweed,0,Control,Before,Before
8/1/22,131,Edge,3,95,NA,Water_marigold,100,Control,Before,Before
8/1/22,131,Edge,3,95,NA,Potamogeton,0,Control,Before,Before
8/1/22,131,Edge,3,95,NA,Emergent,0,Control,Before,Before
8/1/22,131,Edge,4,0,NA,Coontail,0,Control,Before,Before
8/1/22,131,Edge,4,0,NA,Elodea,0,Control,Before,Before
8/1/22,131,Edge,4,0,NA,Millfoil,0,Control,Before,Before
8/1/22,131,Edge,4,0,NA,Pondweed,0,Control,Before,Before
8/1/22,131,Edge,4,0,NA,Water_marigold,0,Control,Before,Before
8/1/22,131,Edge,4,0,NA,Potamogeton,0,Control,Before,Before
8/1/22,131,Edge,4,0,NA,Emergent,0,Control,Before,Before
8/1/22,131,Center,1,100,1.37,Coontail,0,Control,Before,Before
8/1/22,131,Center,1,100,NA,Elodea,100,Control,Before,Before
8/1/22,131,Center,1,100,NA,Millfoil,0,Control,Before,Before
8/1/22,131,Center,1,100,NA,Pondweed,0,Control,Before,Before
8/1/22,131,Center,1,100,NA,Water_marigold,0,Control,Before,Before
8/1/22,131,Center,1,100,NA,Potamogeton,0,Control,Before,Before
8/1/22,131,Center,1,100,NA,Emergent,0,Control,Before,Before
8/1/22,131,Center,2,100,1.14,Coontail,0,Control,Before,Before
8/1/22,131,Center,2,100,NA,Elodea,100,Control,Before,Before
8/1/22,131,Center,2,100,NA,Millfoil,0,Control,Before,Before
8/1/22,131,Center,2,100,NA,Pondweed,0,Control,Before,Before
8/1/22,131,Center,2,100,NA,Water_marigold,0,Control,Before,Before
8/1/22,131,Center,2,100,NA,Potamogeton,0,Control,Before,Before
8/1/22,131,Center,2,100,NA,Emergent,0,Control,Before,Before
8/1/22,131,Center,3,100,1.22,Coontail,0,Control,Before,Before
8/1/22,131,Center,3,100,NA,Elodea,100,Control,Before,Before
8/1/22,131,Center,3,100,NA,Millfoil,0,Control,Before,Before
8/1/22,131,Center,3,100,NA,Pondweed,0,Control,Before,Before
8/1/22,131,Center,3,100,NA,Water_marigold,0,Control,Before,Before
8/1/22,131,Center,3,100,NA,Potamogeton,0,Control,Before,Before
8/1/22,131,Center,3,100,NA,Emergent,0,Control,Before,Before
8/1/22,131,Center,4,100,1.3,Coontail,0,Control,Before,Before
8/1/22,131,Center,4,100,NA,Elodea,100,Control,Before,Before
8/1/22,131,Center,4,100,NA,Millfoil,0,Control,Before,Before
8/1/22,131,Center,4,100,NA,Pondweed,0,Control,Before,Before
8/1/22,131,Center,4,100,NA,Water_marigold,0,Control,Before,Before
8/1/22,131,Center,4,100,NA,Potamogeton,0,Control,Before,Before
8/1/22,131,Center,4,100,NA,Emergent,0,Control,Before,Before
8/1/22,132,Edge,1,20,NA,Coontail,0,Control,Before,Before
8/1/22,132,Edge,1,20,NA,Elodea,100,Control,Before,Before
8/1/22,132,Edge,1,20,NA,Millfoil,0,Control,Before,Before
8/1/22,132,Edge,1,20,NA,Pondweed,0,Control,Before,Before
8/1/22,132,Edge,1,20,NA,Water_marigold,0,Control,Before,Before
8/1/22,132,Edge,1,20,NA,Potamogeton,0,Control,Before,Before
8/1/22,132,Edge,1,20,NA,Emergent,0,Control,Before,Before
8/1/22,132,Edge,2,90,NA,Coontail,0,Control,Before,Before
8/1/22,132,Edge,2,90,NA,Elodea,100,Control,Before,Before
8/1/22,132,Edge,2,90,NA,Millfoil,0,Control,Before,Before
8/1/22,132,Edge,2,90,NA,Pondweed,0,Control,Before,Before
8/1/22,132,Edge,2,90,NA,Water_marigold,0,Control,Before,Before
8/1/22,132,Edge,2,90,NA,Potamogeton,0,Control,Before,Before
8/1/22,132,Edge,2,90,NA,Emergent,0,Control,Before,Before
8/1/22,132,Edge,3,100,NA,Coontail,0,Control,Before,Before
8/1/22,132,Edge,3,100,NA,Elodea,100,Control,Before,Before
8/1/22,132,Edge,3,100,NA,Millfoil,0,Control,Before,Before
8/1/22,132,Edge,3,100,NA,Pondweed,0,Control,Before,Before
8/1/22,132,Edge,3,100,NA,Water_marigold,0,Control,Before,Before
8/1/22,132,Edge,3,100,NA,Potamogeton,0,Control,Before,Before
8/1/22,132,Edge,3,100,NA,Emergent,0,Control,Before,Before
8/1/22,132,Edge,4,10,NA,Coontail,0,Control,Before,Before
8/1/22,132,Edge,4,10,NA,Elodea,0,Control,Before,Before
8/1/22,132,Edge,4,10,NA,Millfoil,100,Control,Before,Before
8/1/22,132,Edge,4,10,NA,Pondweed,0,Control,Before,Before
8/1/22,132,Edge,4,10,NA,Water_marigold,0,Control,Before,Before
8/1/22,132,Edge,4,10,NA,Potamogeton,0,Control,Before,Before
8/1/22,132,Edge,4,10,NA,Emergent,0,Control,Before,Before
8/1/22,132,Center,1,100,1.22,Coontail,0,Control,Before,Before
8/1/22,132,Center,1,100,NA,Elodea,100,Control,Before,Before
8/1/22,132,Center,1,100,NA,Millfoil,0,Control,Before,Before
8/1/22,132,Center,1,100,NA,Pondweed,0,Control,Before,Before
8/1/22,132,Center,1,100,NA,Water_marigold,0,Control,Before,Before
8/1/22,132,Center,1,100,NA,Potamogeton,0,Control,Before,Before
8/1/22,132,Center,1,100,NA,Emergent,0,Control,Before,Before
8/1/22,132,Center,2,100,1.3,Coontail,0,Control,Before,Before
8/1/22,132,Center,2,100,NA,Elodea,100,Control,Before,Before
8/1/22,132,Center,2,100,NA,Millfoil,0,Control,Before,Before
8/1/22,132,Center,2,100,NA,Pondweed,0,Control,Before,Before
8/1/22,132,Center,2,100,NA,Water_marigold,0,Control,Before,Before
8/1/22,132,Center,2,100,NA,Potamogeton,0,Control,Before,Before
8/1/22,132,Center,2,100,NA,Emergent,0,Control,Before,Before
8/1/22,132,Center,3,100,1.45,Coontail,0,Control,Before,Before
8/1/22,132,Center,3,100,NA,Elodea,100,Control,Before,Before
8/1/22,132,Center,3,100,NA,Millfoil,0,Control,Before,Before
8/1/22,132,Center,3,100,NA,Pondweed,0,Control,Before,Before
8/1/22,132,Center,3,100,NA,Water_marigold,0,Control,Before,Before
8/1/22,132,Center,3,100,NA,Potamogeton,0,Control,Before,Before
8/1/22,132,Center,3,100,NA,Emergent,0,Control,Before,Before
8/1/22,132,Center,4,100,1.53,Coontail,0,Control,Before,Before
8/1/22,132,Center,4,100,NA,Elodea,100,Control,Before,Before
8/1/22,132,Center,4,100,NA,Millfoil,0,Control,Before,Before
8/1/22,132,Center,4,100,NA,Pondweed,0,Control,Before,Before
8/1/22,132,Center,4,100,NA,Water_marigold,0,Control,Before,Before
8/1/22,132,Center,4,100,NA,Potamogeton,0,Control,Before,Before
8/1/22,132,Center,4,100,NA,Emergent,0,Control,Before,Before
6/15/23,123,Edge,1,80,NA,Coontail,20,Panel,Before,Before
6/15/23,123,Edge,1,80,NA,Elodea,0,Panel,Before,Before
6/15/23,123,Edge,1,80,NA,Millfoil,0,Panel,Before,Before
6/15/23,123,Edge,1,80,NA,Pondweed,0,Panel,Before,Before
6/15/23,123,Edge,1,80,NA,Water_marigold,0,Panel,Before,Before
6/15/23,123,Edge,1,80,NA,Potamogeton,80,Panel,Before,Before
6/15/23,123,Edge,1,80,NA,Emergent,0,Panel,Before,Before
6/15/23,123,Edge,2,60,NA,Coontail,0,Panel,Before,Before
6/15/23,123,Edge,2,60,NA,Elodea,10,Panel,Before,Before
6/15/23,123,Edge,2,60,NA,Millfoil,0,Panel,Before,Before
6/15/23,123,Edge,2,60,NA,Pondweed,0,Panel,Before,Before
6/15/23,123,Edge,2,60,NA,Water_marigold,0,Panel,Before,Before
6/15/23,123,Edge,2,60,NA,Potamogeton,90,Panel,Before,Before
6/15/23,123,Edge,2,60,NA,Emergent,0,Panel,Before,Before
6/15/23,123,Edge,3,50,NA,Coontail,0,Panel,Before,Before
6/15/23,123,Edge,3,50,NA,Elodea,0,Panel,Before,Before
6/15/23,123,Edge,3,50,NA,Millfoil,0,Panel,Before,Before
6/15/23,123,Edge,3,50,NA,Pondweed,0,Panel,Before,Before
6/15/23,123,Edge,3,50,NA,Water_marigold,0,Panel,Before,Before
6/15/23,123,Edge,3,50,NA,Potamogeton,100,Panel,Before,Before
6/15/23,123,Edge,3,50,NA,Emergent,0,Panel,Before,Before
6/15/23,123,Edge,4,80,NA,Coontail,0,Panel,Before,Before
6/15/23,123,Edge,4,80,NA,Elodea,0,Panel,Before,Before
6/15/23,123,Edge,4,80,NA,Millfoil,0,Panel,Before,Before
6/15/23,123,Edge,4,80,NA,Pondweed,0,Panel,Before,Before
6/15/23,123,Edge,4,80,NA,Water_marigold,0,Panel,Before,Before
6/15/23,123,Edge,4,80,NA,Potamogeton,100,Panel,Before,Before
6/15/23,123,Edge,4,80,NA,Emergent,0,Panel,Before,Before
6/15/23,123,Center,1,90,0.53,Coontail,0,Panel,Before,Before
6/15/23,123,Center,1,90,NA,Elodea,100,Panel,Before,Before
6/15/23,123,Center,1,90,NA,Millfoil,0,Panel,Before,Before
6/15/23,123,Center,1,90,NA,Pondweed,0,Panel,Before,Before
6/15/23,123,Center,1,90,NA,Water_marigold,0,Panel,Before,Before
6/15/23,123,Center,1,90,NA,Potamogeton,0,Panel,Before,Before
6/15/23,123,Center,1,90,NA,Emergent,0,Panel,Before,Before
6/15/23,123,Center,2,80,0.61,Coontail,0,Panel,Before,Before
6/15/23,123,Center,2,80,NA,Elodea,100,Panel,Before,Before
6/15/23,123,Center,2,80,NA,Millfoil,0,Panel,Before,Before
6/15/23,123,Center,2,80,NA,Pondweed,0,Panel,Before,Before
6/15/23,123,Center,2,80,NA,Water_marigold,0,Panel,Before,Before
6/15/23,123,Center,2,80,NA,Potamogeton,0,Panel,Before,Before
6/15/23,123,Center,2,80,NA,Emergent,0,Panel,Before,Before
6/15/23,123,Center,3,90,0.69,Coontail,0,Panel,Before,Before
6/15/23,123,Center,3,90,NA,Elodea,100,Panel,Before,Before
6/15/23,123,Center,3,90,NA,Millfoil,0,Panel,Before,Before
6/15/23,123,Center,3,90,NA,Pondweed,0,Panel,Before,Before
6/15/23,123,Center,3,90,NA,Water_marigold,0,Panel,Before,Before
6/15/23,123,Center,3,90,NA,Potamogeton,0,Panel,Before,Before
6/15/23,123,Center,3,90,NA,Emergent,0,Panel,Before,Before
